"BehaviorSpace results (NetLogo 6.4.0)","Spreadsheet version 2.0"
"collective-action-imitation.nlogo"
"General Analysis CA DigitalDivide"
"07/17/2025 14:04:52:665 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
,"57","300","345","355","147","153","69","276","0.4142298209638827","0.2656862745098039","0","57","300","386","314","158","142","59","327","0.38787345846135984","0.24803921568627452","0","57","300","374","326","151","149","74","300","0.41632188486274524","0.257843137254902","0","57","300","366","334","160","140","71","295","0.4117197258307275","0.2627450980392157","0","57","300","373","327","149","151","86","287","0.42110611428007333","0.26666666666666666","0","57","300","305","395","162","138","59","246","0.4911516787176111","0.3813725490196078","0.27070707070707073","57","300","288","412","155","145","70","218","0.5185476794587204","0.39705882352941174","0.3104166666666667","57","300","314","386","149","151","76","238","0.5026494988550555","0.37058823529411766","0.28","57","300","308","392","145","155","58","250","0.4949628326691114","0.3872549019607843","0.3007662835249042","57","300","306","394","161","139","52","254","0.5022651496189422","0.39019607843137255","0.29133858267716534","57","300","228","472","140","160","57","171","0.5981209628422929","0.5333333333333333","0.6019047619047619","57","300","240","460","146","154","75","165","0.6002700128451968","0.5343137254901961","0.596078431372549","57","300","245","455","156","144","65","180","0.5958174200395274","0.5029411764705882","0.5575757575757576","57","300","238","462","148","152","68","170","0.6048284711354229","0.5431372549019607","0.6149425287356322","57","300","226","474","139","161","66","160","0.5937596816377139","0.538235294117647","0.5930902111324377","57","300","161","539","160","140","66","95","0.7116345000116121","0.6686274509803921","0.9063136456211812","57","300","152","548","138","162","59","93","0.7109823601199107","0.6882352941176471","0.9096267190569745","57","300","158","542","155","145","75","83","0.7067909048664294","0.6833333333333333","0.9015748031496063","57","300","167","533","143","157","64","103","0.7040174525463001","0.6941176470588235","0.9024856596558317","57","300","162","538","138","162","62","100","0.6976774319436109","0.6764705882352942","0.888671875","57","300","141","559","162","138","74","67","0.7416354796999882","0.7274509803921568","1","57","300","140","560","154","146","72","68","0.7471447346678606","0.7450980392156863","1","57","300","148","552","151","149","70","78","0.7321282260095814","0.7392156862745098","1","57","300","131","569","153","147","58","73","0.7313719341828834","0.7303921568627451","1","57","300","139","561","133","167","77","62","0.7415309500517495","0.7519607843137255","1"
,"58","300","345","355","147","153","69","276","0.4142298209638828","0.2656862745098039","0","58","300","386","314","158","142","59","327","0.3878734584613598","0.24803921568627452","0","58","300","374","326","151","149","74","300","0.4163218848627455","0.257843137254902","0","58","300","366","334","160","140","71","295","0.4117197258307273","0.2627450980392157","0","58","300","373","327","149","151","86","287","0.4211061142800737","0.26666666666666666","0","58","300","305","395","162","138","59","246","0.49115167871761084","0.3813725490196078","0.27070707070707073","58","300","288","412","155","145","70","218","0.5185476794587202","0.39705882352941174","0.3104166666666667","58","300","314","386","149","151","76","238","0.5026494988550556","0.37058823529411766","0.28","58","300","308","392","145","155","58","250","0.4949628326691111","0.3872549019607843","0.3007662835249042","58","300","306","394","161","139","52","254","0.5022651496189428","0.39019607843137255","0.29133858267716534","58","300","228","472","140","160","57","171","0.5981209628422922","0.5333333333333333","0.6019047619047619","58","300","240","460","146","154","75","165","0.6002700128451967","0.5343137254901961","0.596078431372549","58","300","245","455","156","144","65","180","0.595817420039527","0.5029411764705882","0.5575757575757576","58","300","238","462","148","152","68","170","0.6048284711354226","0.5431372549019607","0.6149425287356322","58","300","226","474","139","161","66","160","0.5937596816377143","0.538235294117647","0.5930902111324377","58","300","161","539","160","140","66","95","0.7116345000116117","0.6686274509803921","0.9063136456211812","58","300","152","548","138","162","59","93","0.7109823601199102","0.6882352941176471","0.9096267190569745","58","300","158","542","155","145","75","83","0.7067909048664296","0.6833333333333333","0.9015748031496063","58","300","167","533","143","157","64","103","0.7040174525463015","0.6941176470588235","0.9024856596558317","58","300","162","538","138","162","62","100","0.6976774319436109","0.6764705882352942","0.888671875","58","300","141","559","162","138","74","67","0.7416354796999889","0.7274509803921568","1","58","300","140","560","154","146","72","68","0.7471447346678607","0.7450980392156863","1","58","300","148","552","151","149","70","78","0.7321282260095816","0.7392156862745098","1","58","300","131","569","153","147","58","73","0.7313719341828838","0.7303921568627451","1","58","300","139","561","133","167","77","62","0.7415309500517504","0.7519607843137255","1"
,"59","300","345","355","147","153","69","276","0.4142298209638831","0.2656862745098039","0","59","300","386","314","158","142","59","327","0.3878734584613597","0.24803921568627452","0","59","300","374","326","151","149","74","300","0.41632188486274524","0.257843137254902","0","59","300","366","334","160","140","71","295","0.4117197258307273","0.2627450980392157","0","59","300","373","327","149","151","86","287","0.42110611428007333","0.26666666666666666","0","59","300","305","395","162","138","59","246","0.4911516787176106","0.3813725490196078","0.27070707070707073","59","300","288","412","155","145","70","218","0.5185476794587205","0.39705882352941174","0.3104166666666667","59","300","314","386","149","151","76","238","0.5026494988550556","0.37058823529411766","0.28","59","300","308","392","145","155","58","250","0.4949628326691117","0.3872549019607843","0.3007662835249042","59","300","306","394","161","139","52","254","0.5022651496189426","0.39019607843137255","0.29133858267716534","59","300","228","472","140","160","57","171","0.5981209628422914","0.5333333333333333","0.6019047619047619","59","300","240","460","146","154","75","165","0.6002700128451963","0.5343137254901961","0.596078431372549","59","300","245","455","156","144","65","180","0.595817420039527","0.5029411764705882","0.5575757575757576","59","300","238","462","148","152","68","170","0.604828471135422","0.5431372549019607","0.6149425287356322","59","300","226","474","139","161","66","160","0.593759681637715","0.538235294117647","0.5930902111324377","59","300","161","539","160","140","66","95","0.7116345000116121","0.6686274509803921","0.9063136456211812","59","300","152","548","138","162","59","93","0.7109823601199111","0.6882352941176471","0.9096267190569745","59","300","158","542","155","145","75","83","0.7067909048664289","0.6833333333333333","0.9015748031496063","59","300","167","533","143","157","64","103","0.7040174525463002","0.6941176470588235","0.9024856596558317","59","300","162","538","138","162","62","100","0.6976774319436115","0.6764705882352942","0.888671875","59","300","141","559","162","138","74","67","0.7416354796999878","0.7274509803921568","1","59","300","140","560","154","146","72","68","0.7471447346678605","0.7450980392156863","1","59","300","148","552","151","149","70","78","0.7321282260095815","0.7392156862745098","1","59","300","131","569","153","147","58","73","0.7313719341828833","0.7303921568627451","1","59","300","139","561","133","167","77","62","0.7415309500517501","0.7519607843137255","1"
,"60","300","345","355","147","153","69","276","0.41422982096388317","0.2656862745098039","0","60","300","386","314","158","142","59","327","0.38787345846135957","0.24803921568627452","0","60","300","374","326","151","149","74","300","0.4163218848627452","0.257843137254902","0","60","300","366","334","160","140","71","295","0.41171972583072763","0.2627450980392157","0","60","300","373","327","149","151","86","287","0.42110611428007344","0.26666666666666666","0","60","300","305","395","162","138","59","246","0.49115167871761106","0.3813725490196078","0.27070707070707073","60","300","288","412","155","145","70","218","0.5185476794587203","0.39705882352941174","0.3104166666666667","60","300","314","386","149","151","76","238","0.5026494988550555","0.37058823529411766","0.28","60","300","308","392","145","155","58","250","0.4949628326691111","0.3872549019607843","0.3007662835249042","60","300","306","394","161","139","52","254","0.5022651496189426","0.39019607843137255","0.29133858267716534","60","300","228","472","140","160","57","171","0.5981209628422917","0.5333333333333333","0.6019047619047619","60","300","240","460","146","154","75","165","0.6002700128451965","0.5343137254901961","0.596078431372549","60","300","245","455","156","144","65","180","0.5958174200395273","0.5029411764705882","0.5575757575757576","60","300","238","462","148","152","68","170","0.6048284711354229","0.5431372549019607","0.6149425287356322","60","300","226","474","139","161","66","160","0.5937596816377146","0.538235294117647","0.5930902111324377","60","300","161","539","160","140","66","95","0.7116345000116112","0.6686274509803921","0.9063136456211812","60","300","152","548","138","162","59","93","0.7109823601199116","0.6882352941176471","0.9096267190569745","60","300","158","542","155","145","75","83","0.7067909048664293","0.6833333333333333","0.9015748031496063","60","300","167","533","143","157","64","103","0.7040174525463017","0.6941176470588235","0.9024856596558317","60","300","162","538","138","162","62","100","0.697677431943611","0.6764705882352942","0.888671875","60","300","141","559","162","138","74","67","0.7416354796999883","0.7274509803921568","1","60","300","140","560","154","146","72","68","0.7471447346678611","0.7450980392156863","1","60","300","148","552","151","149","70","78","0.7321282260095805","0.7392156862745098","1","60","300","131","569","153","147","58","73","0.731371934182883","0.7303921568627451","1","60","300","139","561","133","167","77","62","0.7415309500517492","0.7519607843137255","1"
,"61","300","345","355","147","153","69","276","0.4142298209638834","0.2656862745098039","0","61","300","386","314","158","142","59","327","0.38787345846135973","0.24803921568627452","0","61","300","374","326","151","149","74","300","0.4163218848627452","0.257843137254902","0","61","300","366","334","160","140","71","295","0.41171972583072775","0.2627450980392157","0","61","300","373","327","149","151","86","287","0.42110611428007333","0.26666666666666666","0","61","300","305","395","162","138","59","246","0.4911516787176113","0.3813725490196078","0.27070707070707073","61","300","288","412","155","145","70","218","0.5185476794587209","0.39705882352941174","0.3104166666666667","61","300","314","386","149","151","76","238","0.5026494988550557","0.37058823529411766","0.28","61","300","308","392","145","155","58","250","0.494962832669111","0.3872549019607843","0.3007662835249042","61","300","306","394","161","139","52","254","0.5022651496189428","0.39019607843137255","0.29133858267716534","61","300","228","472","140","160","57","171","0.598120962842292","0.5333333333333333","0.6019047619047619","61","300","240","460","146","154","75","165","0.6002700128451967","0.5343137254901961","0.596078431372549","61","300","245","455","156","144","65","180","0.595817420039527","0.5029411764705882","0.5575757575757576","61","300","238","462","148","152","68","170","0.6048284711354223","0.5431372549019607","0.6149425287356322","61","300","226","474","139","161","66","160","0.5937596816377143","0.538235294117647","0.5930902111324377","61","300","161","539","160","140","66","95","0.7116345000116121","0.6686274509803921","0.9063136456211812","61","300","152","548","138","162","59","93","0.7109823601199109","0.6882352941176471","0.9096267190569745","61","300","158","542","155","145","75","83","0.7067909048664296","0.6833333333333333","0.9015748031496063","61","300","167","533","143","157","64","103","0.7040174525463007","0.6941176470588235","0.9024856596558317","61","300","162","538","138","162","62","100","0.6976774319436115","0.6764705882352942","0.888671875","61","300","141","559","162","138","74","67","0.7416354796999886","0.7274509803921568","1","61","300","140","560","154","146","72","68","0.7471447346678611","0.7450980392156863","1","61","300","148","552","151","149","70","78","0.7321282260095819","0.7392156862745098","1","61","300","131","569","153","147","58","73","0.7313719341828832","0.7303921568627451","1","61","300","139","561","133","167","77","62","0.7415309500517481","0.7519607843137255","1"
,"62","300","345","355","147","153","69","276","0.4142298209638828","0.2656862745098039","0","62","300","386","314","158","142","59","327","0.3878734584613596","0.24803921568627452","0","62","300","374","326","151","149","74","300","0.4163218848627455","0.257843137254902","0","62","300","366","334","160","140","71","295","0.41171972583072775","0.2627450980392157","0","62","300","373","327","149","151","86","287","0.42110611428007366","0.26666666666666666","0","62","300","305","395","162","138","59","246","0.4911516787176114","0.3813725490196078","0.27070707070707073","62","300","288","412","155","145","70","218","0.5185476794587205","0.39705882352941174","0.3104166666666667","62","300","314","386","149","151","76","238","0.5026494988550554","0.37058823529411766","0.28","62","300","308","392","145","155","58","250","0.4949628326691112","0.3872549019607843","0.3007662835249042","62","300","306","394","161","139","52","254","0.5022651496189432","0.39019607843137255","0.29133858267716534","62","300","228","472","140","160","57","171","0.5981209628422925","0.5333333333333333","0.6019047619047619","62","300","240","460","146","154","75","165","0.6002700128451965","0.5343137254901961","0.596078431372549","62","300","245","455","156","144","65","180","0.5958174200395269","0.5029411764705882","0.5575757575757576","62","300","238","462","148","152","68","170","0.6048284711354214","0.5431372549019607","0.6149425287356322","62","300","226","474","139","161","66","160","0.5937596816377143","0.538235294117647","0.5930902111324377","62","300","161","539","160","140","66","95","0.7116345000116119","0.6686274509803921","0.9063136456211812","62","300","152","548","138","162","59","93","0.7109823601199105","0.6882352941176471","0.9096267190569745","62","300","158","542","155","145","75","83","0.706790904866429","0.6833333333333333","0.9015748031496063","62","300","167","533","143","157","64","103","0.7040174525463001","0.6941176470588235","0.9024856596558317","62","300","162","538","138","162","62","100","0.6976774319436112","0.6764705882352942","0.888671875","62","300","141","559","162","138","74","67","0.7416354796999892","0.7274509803921568","1","62","300","140","560","154","146","72","68","0.7471447346678606","0.7450980392156863","1","62","300","148","552","151","149","70","78","0.7321282260095807","0.7392156862745098","1","62","300","131","569","153","147","58","73","0.7313719341828826","0.7303921568627451","1","62","300","139","561","133","167","77","62","0.7415309500517492","0.7519607843137255","1"
,"63","300","345","355","147","153","69","276","0.4142298209638828","0.2656862745098039","0","63","300","386","314","158","142","59","327","0.38787345846135995","0.24803921568627452","0","63","300","374","326","151","149","74","300","0.41632188486274546","0.257843137254902","0","63","300","366","334","160","140","71","295","0.4117197258307272","0.2627450980392157","0","63","300","373","327","149","151","86","287","0.42110611428007366","0.26666666666666666","0","63","300","305","395","162","138","59","246","0.4911516787176109","0.3813725490196078","0.27070707070707073","63","300","288","412","155","145","70","218","0.518547679458721","0.39705882352941174","0.3104166666666667","63","300","314","386","149","151","76","238","0.5026494988550553","0.37058823529411766","0.28","63","300","308","392","145","155","58","250","0.4949628326691114","0.3872549019607843","0.3007662835249042","63","300","306","394","161","139","52","254","0.5022651496189429","0.39019607843137255","0.29133858267716534","63","300","228","472","140","160","57","171","0.5981209628422921","0.5333333333333333","0.6019047619047619","63","300","240","460","146","154","75","165","0.6002700128451969","0.5343137254901961","0.596078431372549","63","300","245","455","156","144","65","180","0.5958174200395275","0.5029411764705882","0.5575757575757576","63","300","238","462","148","152","68","170","0.6048284711354218","0.5431372549019607","0.6149425287356322","63","300","226","474","139","161","66","160","0.593759681637715","0.538235294117647","0.5930902111324377","63","300","161","539","160","140","66","95","0.7116345000116117","0.6686274509803921","0.9063136456211812","63","300","152","548","138","162","59","93","0.7109823601199109","0.6882352941176471","0.9096267190569745","63","300","158","542","155","145","75","83","0.706790904866429","0.6833333333333333","0.9015748031496063","63","300","167","533","143","157","64","103","0.7040174525463","0.6941176470588235","0.9024856596558317","63","300","162","538","138","162","62","100","0.6976774319436112","0.6764705882352942","0.888671875","63","300","141","559","162","138","74","67","0.7416354796999876","0.7274509803921568","1","63","300","140","560","154","146","72","68","0.7471447346678607","0.7450980392156863","1","63","300","148","552","151","149","70","78","0.7321282260095818","0.7392156862745098","1","63","300","131","569","153","147","58","73","0.7313719341828838","0.7303921568627451","1","63","300","139","561","133","167","77","62","0.7415309500517486","0.7519607843137255","1"
,"64","300","345","355","147","153","69","276","0.4142298209638827","0.2656862745098039","0","64","300","386","314","158","142","59","327","0.38787345846135973","0.24803921568627452","0","64","300","374","326","151","149","74","300","0.4163218848627453","0.257843137254902","0","64","300","366","334","160","140","71","295","0.4117197258307273","0.2627450980392157","0","64","300","373","327","149","151","86","287","0.42110611428007344","0.26666666666666666","0","64","300","305","395","162","138","59","246","0.4911516787176114","0.3813725490196078","0.27070707070707073","64","300","288","412","155","145","70","218","0.5185476794587205","0.39705882352941174","0.3104166666666667","64","300","314","386","149","151","76","238","0.5026494988550559","0.37058823529411766","0.28","64","300","308","392","145","155","58","250","0.49496283266911106","0.3872549019607843","0.3007662835249042","64","300","306","394","161","139","52","254","0.5022651496189431","0.39019607843137255","0.29133858267716534","64","300","228","472","140","160","57","171","0.5981209628422913","0.5333333333333333","0.6019047619047619","64","300","240","460","146","154","75","165","0.6002700128451965","0.5343137254901961","0.596078431372549","64","300","245","455","156","144","65","180","0.5958174200395262","0.5029411764705882","0.5575757575757576","64","300","238","462","148","152","68","170","0.6048284711354223","0.5431372549019607","0.6149425287356322","64","300","226","474","139","161","66","160","0.593759681637714","0.538235294117647","0.5930902111324377","64","300","161","539","160","140","66","95","0.7116345000116119","0.6686274509803921","0.9063136456211812","64","300","152","548","138","162","59","93","0.7109823601199105","0.6882352941176471","0.9096267190569745","64","300","158","542","155","145","75","83","0.706790904866429","0.6833333333333333","0.9015748031496063","64","300","167","533","143","157","64","103","0.7040174525462999","0.6941176470588235","0.9024856596558317","64","300","162","538","138","162","62","100","0.6976774319436113","0.6764705882352942","0.888671875","64","300","141","559","162","138","74","67","0.7416354796999893","0.7274509803921568","1","64","300","140","560","154","146","72","68","0.7471447346678607","0.7450980392156863","1","64","300","148","552","151","149","70","78","0.732128226009582","0.7392156862745098","1","64","300","131","569","153","147","58","73","0.7313719341828837","0.7303921568627451","1","64","300","139","561","133","167","77","62","0.7415309500517492","0.7519607843137255","1"
,"65","300","345","355","147","153","69","276","0.41422982096388256","0.2656862745098039","0","65","300","386","314","158","142","59","327","0.3878734584613596","0.24803921568627452","0","65","300","374","326","151","149","74","300","0.4163218848627452","0.257843137254902","0","65","300","366","334","160","140","71","295","0.4117197258307276","0.2627450980392157","0","65","300","373","327","149","151","86","287","0.42110611428007316","0.26666666666666666","0","65","300","305","395","162","138","59","246","0.49115167871761106","0.3813725490196078","0.27070707070707073","65","300","288","412","155","145","70","218","0.5185476794587206","0.39705882352941174","0.3104166666666667","65","300","314","386","149","151","76","238","0.5026494988550556","0.37058823529411766","0.28","65","300","308","392","145","155","58","250","0.49496283266911123","0.3872549019607843","0.3007662835249042","65","300","306","394","161","139","52","254","0.5022651496189425","0.39019607843137255","0.29133858267716534","65","300","228","472","140","160","57","171","0.5981209628422918","0.5333333333333333","0.6019047619047619","65","300","240","460","146","154","75","165","0.6002700128451961","0.5343137254901961","0.596078431372549","65","300","245","455","156","144","65","180","0.5958174200395269","0.5029411764705882","0.5575757575757576","65","300","238","462","148","152","68","170","0.604828471135422","0.5431372549019607","0.6149425287356322","65","300","226","474","139","161","66","160","0.5937596816377151","0.538235294117647","0.5930902111324377","65","300","161","539","160","140","66","95","0.7116345000116123","0.6686274509803921","0.9063136456211812","65","300","152","548","138","162","59","93","0.7109823601199116","0.6882352941176471","0.9096267190569745","65","300","158","542","155","145","75","83","0.7067909048664295","0.6833333333333333","0.9015748031496063","65","300","167","533","143","157","64","103","0.7040174525463011","0.6941176470588235","0.9024856596558317","65","300","162","538","138","162","62","100","0.6976774319436103","0.6764705882352942","0.888671875","65","300","141","559","162","138","74","67","0.7416354796999889","0.7274509803921568","1","65","300","140","560","154","146","72","68","0.7471447346678615","0.7450980392156863","1","65","300","148","552","151","149","70","78","0.7321282260095815","0.7392156862745098","1","65","300","131","569","153","147","58","73","0.7313719341828826","0.7303921568627451","1","65","300","139","561","133","167","77","62","0.7415309500517495","0.7519607843137255","1"
,"66","300","345","355","147","153","69","276","0.41422982096388283","0.2656862745098039","0","66","300","386","314","158","142","59","327","0.3878734584613597","0.24803921568627452","0","66","300","374","326","151","149","74","300","0.41632188486274546","0.257843137254902","0","66","300","366","334","160","140","71","295","0.411719725830727","0.2627450980392157","0","66","300","373","327","149","151","86","287","0.42110611428007294","0.26666666666666666","0","66","300","305","395","162","138","59","246","0.491151678717611","0.3813725490196078","0.27070707070707073","66","300","288","412","155","145","70","218","0.5185476794587206","0.39705882352941174","0.3104166666666667","66","300","314","386","149","151","76","238","0.5026494988550555","0.37058823529411766","0.28","66","300","308","392","145","155","58","250","0.49496283266911106","0.3872549019607843","0.3007662835249042","66","300","306","394","161","139","52","254","0.5022651496189426","0.39019607843137255","0.29133858267716534","66","300","228","472","140","160","57","171","0.5981209628422915","0.5333333333333333","0.6019047619047619","66","300","240","460","146","154","75","165","0.6002700128451981","0.5343137254901961","0.596078431372549","66","300","245","455","156","144","65","180","0.5958174200395264","0.5029411764705882","0.5575757575757576","66","300","238","462","148","152","68","170","0.6048284711354228","0.5431372549019607","0.6149425287356322","66","300","226","474","139","161","66","160","0.5937596816377139","0.538235294117647","0.5930902111324377","66","300","161","539","160","140","66","95","0.7116345000116121","0.6686274509803921","0.9063136456211812","66","300","152","548","138","162","59","93","0.7109823601199106","0.6882352941176471","0.9096267190569745","66","300","158","542","155","145","75","83","0.7067909048664294","0.6833333333333333","0.9015748031496063","66","300","167","533","143","157","64","103","0.7040174525463008","0.6941176470588235","0.9024856596558317","66","300","162","538","138","162","62","100","0.6976774319436109","0.6764705882352942","0.888671875","66","300","141","559","162","138","74","67","0.7416354796999899","0.7274509803921568","1","66","300","140","560","154","146","72","68","0.7471447346678604","0.7450980392156863","1","66","300","148","552","151","149","70","78","0.7321282260095804","0.7392156862745098","1","66","300","131","569","153","147","58","73","0.7313719341828828","0.7303921568627451","1","66","300","139","561","133","167","77","62","0.7415309500517502","0.7519607843137255","1"
,"67","300","345","355","147","153","69","276","0.41422982096388294","0.2656862745098039","0","67","300","386","314","158","142","59","327","0.38787345846135945","0.24803921568627452","0","67","300","374","326","151","149","74","300","0.41632188486274513","0.257843137254902","0","67","300","366","334","160","140","71","295","0.41171972583072763","0.2627450980392157","0","67","300","373","327","149","151","86","287","0.4211061142800733","0.26666666666666666","0","67","300","305","395","162","138","59","246","0.49115167871761084","0.3813725490196078","0.27070707070707073","67","300","288","412","155","145","70","218","0.5185476794587203","0.39705882352941174","0.3104166666666667","67","300","314","386","149","151","76","238","0.5026494988550554","0.37058823529411766","0.28","67","300","308","392","145","155","58","250","0.4949628326691112","0.3872549019607843","0.3007662835249042","67","300","306","394","161","139","52","254","0.5022651496189431","0.39019607843137255","0.29133858267716534","67","300","228","472","140","160","57","171","0.5981209628422914","0.5333333333333333","0.6019047619047619","67","300","240","460","146","154","75","165","0.6002700128451964","0.5343137254901961","0.596078431372549","67","300","245","455","156","144","65","180","0.5958174200395273","0.5029411764705882","0.5575757575757576","67","300","238","462","148","152","68","170","0.604828471135422","0.5431372549019607","0.6149425287356322","67","300","226","474","139","161","66","160","0.5937596816377146","0.538235294117647","0.5930902111324377","67","300","161","539","160","140","66","95","0.7116345000116122","0.6686274509803921","0.9063136456211812","67","300","152","548","138","162","59","93","0.7109823601199102","0.6882352941176471","0.9096267190569745","67","300","158","542","155","145","75","83","0.7067909048664299","0.6833333333333333","0.9015748031496063","67","300","167","533","143","157","64","103","0.7040174525463004","0.6941176470588235","0.9024856596558317","67","300","162","538","138","162","62","100","0.6976774319436112","0.6764705882352942","0.888671875","67","300","141","559","162","138","74","67","0.7416354796999889","0.7274509803921568","1","67","300","140","560","154","146","72","68","0.7471447346678611","0.7450980392156863","1","67","300","148","552","151","149","70","78","0.732128226009581","0.7392156862745098","1","67","300","131","569","153","147","58","73","0.7313719341828835","0.7303921568627451","1","67","300","139","561","133","167","77","62","0.7415309500517495","0.7519607843137255","1"
,"68","300","345","355","147","153","69","276","0.41422982096388267","0.2656862745098039","0","68","300","386","314","158","142","59","327","0.38787345846135984","0.24803921568627452","0","68","300","374","326","151","149","74","300","0.41632188486274535","0.257843137254902","0","68","300","366","334","160","140","71","295","0.41171972583072713","0.2627450980392157","0","68","300","373","327","149","151","86","287","0.42110611428007333","0.26666666666666666","0","68","300","305","395","162","138","59","246","0.49115167871761134","0.3813725490196078","0.27070707070707073","68","300","288","412","155","145","70","218","0.5185476794587202","0.39705882352941174","0.3104166666666667","68","300","314","386","149","151","76","238","0.5026494988550556","0.37058823529411766","0.28","68","300","308","392","145","155","58","250","0.49496283266911073","0.3872549019607843","0.3007662835249042","68","300","306","394","161","139","52","254","0.5022651496189423","0.39019607843137255","0.29133858267716534","68","300","228","472","140","160","57","171","0.5981209628422914","0.5333333333333333","0.6019047619047619","68","300","240","460","146","154","75","165","0.600270012845196","0.5343137254901961","0.596078431372549","68","300","245","455","156","144","65","180","0.5958174200395271","0.5029411764705882","0.5575757575757576","68","300","238","462","148","152","68","170","0.6048284711354214","0.5431372549019607","0.6149425287356322","68","300","226","474","139","161","66","160","0.5937596816377144","0.538235294117647","0.5930902111324377","68","300","161","539","160","140","66","95","0.7116345000116123","0.6686274509803921","0.9063136456211812","68","300","152","548","138","162","59","93","0.7109823601199105","0.6882352941176471","0.9096267190569745","68","300","158","542","155","145","75","83","0.7067909048664288","0.6833333333333333","0.9015748031496063","68","300","167","533","143","157","64","103","0.7040174525463002","0.6941176470588235","0.9024856596558317","68","300","162","538","138","162","62","100","0.6976774319436112","0.6764705882352942","0.888671875","68","300","141","559","162","138","74","67","0.7416354796999886","0.7274509803921568","1","68","300","140","560","154","146","72","68","0.7471447346678606","0.7450980392156863","1","68","300","148","552","151","149","70","78","0.7321282260095809","0.7392156862745098","1","68","300","131","569","153","147","58","73","0.7313719341828834","0.7303921568627451","1","68","300","139","561","133","167","77","62","0.7415309500517486","0.7519607843137255","1"
,"69","300","345","355","147","153","69","276","0.4142298209638831","0.2656862745098039","0","69","300","386","314","158","142","59","327","0.3878734584613598","0.24803921568627452","0","69","300","374","326","151","149","74","300","0.4163218848627454","0.257843137254902","0","69","300","366","334","160","140","71","295","0.4117197258307274","0.2627450980392157","0","69","300","373","327","149","151","86","287","0.42110611428007344","0.26666666666666666","0","69","300","305","395","162","138","59","246","0.49115167871761073","0.3813725490196078","0.27070707070707073","69","300","288","412","155","145","70","218","0.5185476794587205","0.39705882352941174","0.3104166666666667","69","300","314","386","149","151","76","238","0.5026494988550552","0.37058823529411766","0.28","69","300","308","392","145","155","58","250","0.4949628326691112","0.3872549019607843","0.3007662835249042","69","300","306","394","161","139","52","254","0.5022651496189432","0.39019607843137255","0.29133858267716534","69","300","228","472","140","160","57","171","0.5981209628422919","0.5333333333333333","0.6019047619047619","69","300","240","460","146","154","75","165","0.6002700128451958","0.5343137254901961","0.596078431372549","69","300","245","455","156","144","65","180","0.5958174200395271","0.5029411764705882","0.5575757575757576","69","300","238","462","148","152","68","170","0.6048284711354225","0.5431372549019607","0.6149425287356322","69","300","226","474","139","161","66","160","0.5937596816377151","0.538235294117647","0.5930902111324377","69","300","161","539","160","140","66","95","0.7116345000116111","0.6686274509803921","0.9063136456211812","69","300","152","548","138","162","59","93","0.7109823601199111","0.6882352941176471","0.9096267190569745","69","300","158","542","155","145","75","83","0.7067909048664277","0.6833333333333333","0.9015748031496063","69","300","167","533","143","157","64","103","0.7040174525463003","0.6941176470588235","0.9024856596558317","69","300","162","538","138","162","62","100","0.6976774319436118","0.6764705882352942","0.888671875","69","300","141","559","162","138","74","67","0.7416354796999887","0.7274509803921568","1","69","300","140","560","154","146","72","68","0.7471447346678595","0.7450980392156863","1","69","300","148","552","151","149","70","78","0.7321282260095812","0.7392156862745098","1","69","300","131","569","153","147","58","73","0.7313719341828825","0.7303921568627451","1","69","300","139","561","133","167","77","62","0.7415309500517496","0.7519607843137255","1"
