"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"opinion-dynamics.nlogo"
"MediaShockANDCorruption"
"07/17/2025 15:39:05:221 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","media-shock?","corruption-active?","opinion-drift?","[step]","avg-trust","avg-surveillance","avg-inclusion","avg-net-density","links-formed-this-tick","links-broken-this-tick","count turtles with [opinion-trust < 0.3]","count turtles with [count link-neighbors = 0]"
"3","true","true","false","76","0","0.45883583794208216","0.48305613737057956","7.484313725490196","0","0","1020","0"
"2","true","true","false","84","0","0.49203611603906666","0.4846322760125901","7.46078431372549","0","0","1020","0"
"1","true","true","false","41","0","0.469835257943204","0.4940050725129241","7.3431372549019605","0","0","1020","0"
"5","true","true","false","71","0","0.47560769461286945","0.4789450001505188","7.568627450980392","0","0","1020","0"
"4","true","true","false","84","0","0.4966017513106779","0.5099260017849309","7.41764705882353","0","0","1020","0"
"2","true","true","false","85","0","0.4918261131141616","0.48516355927750404","7.46078431372549","0","0","1020","0"
"3","true","true","false","77","0","0.45879251401298754","0.4835815356855246","7.484313725490196","0","0","1020","0"
"1","true","true","false","42","0","0.46913153013901776","0.4938448783188753","7.3431372549019605","0","0","1020","0"
"5","true","true","false","72","0","0.47577574556604096","0.47871663525834435","7.568627450980392","0","0","1020","0"
"3","true","true","false","78","0","0.45866010077371083","0.48344556768968755","7.484313725490196","0","0","1020","0"
"4","true","true","false","85","0","0.4965057538177739","0.5099878762619255","7.41764705882353","0","0","1020","0"
"2","true","true","false","86","0","0.4920834606161856","0.4856073615989867","7.46078431372549","0","0","1020","0"
"1","true","true","false","43","0","0.4685843017239091","0.4937193696341944","7.3431372549019605","0","0","1020","0"
"3","true","true","false","79","0","0.4577809484072416","0.48381720054019184","7.484313725490196","0","0","1020","0"
"5","true","true","false","73","0","0.475722043359311","0.47911366300701247","7.568627450980392","0","0","1020","0"
"4","true","true","false","86","0","0.49696403872679007","0.5100985021537265","7.41764705882353","0","0","1020","0"
"2","true","true","false","87","0","0.49218383433829704","0.4854314690959295","7.46078431372549","0","0","1020","0"
"1","true","true","false","44","0","0.46735091084754654","0.4924923355165419","7.3431372549019605","0","0","1020","0"
"3","true","true","false","80","0","0.45713004476699703","0.4835841290200448","7.484313725490196","0","0","1020","0"
"5","true","true","false","74","0","0.4755752509497187","0.47961669431088416","7.568627450980392","0","0","1020","0"
"4","true","true","false","87","0","0.4969037507638511","0.5101215300620949","7.41764705882353","0","0","1020","0"
"2","true","true","false","88","0","0.49229628420970895","0.4850725713492598","7.46078431372549","0","0","1020","0"
"5","true","true","false","75","0","0.4755839993593207","0.47927650997746646","7.568627450980392","0","0","1020","0"
"3","true","true","false","81","0","0.4561953164625107","0.48348532704646763","7.484313725490196","0","0","1020","0"
"1","true","true","false","45","0","0.4658851887337707","0.492061160329844","7.3431372549019605","0","0","1020","0"
"3","true","true","false","82","0","0.45614225564959304","0.483316417150874","7.484313725490196","0","0","1020","0"
"5","true","true","false","76","0","0.4756948579963372","0.47880714069961966","7.568627450980392","0","0","1020","0"
"4","true","true","false","88","0","0.49723016879285253","0.510001568758251","7.41764705882353","0","0","1020","0"
"2","true","true","false","89","0","0.49211748384147636","0.48536507315953853","7.46078431372549","0","0","1020","0"
"3","true","true","false","83","0","0.4560455027974179","0.4832905890919504","7.484313725490196","0","0","1020","0"
"5","true","true","false","77","0","0.47579172794793917","0.4780189651157531","7.568627450980392","0","0","1020","0"
"2","true","true","false","90","0","0.49177073225941553","0.48538229834105767","7.46078431372549","0","0","1020","0"
"4","true","true","false","89","0","0.497383644681477","0.5098790199389307","7.41764705882353","0","0","1020","0"
"3","true","true","false","84","0","0.4554952570568488","0.48332360460584306","7.484313725490196","0","0","1020","0"
"5","true","true","false","78","0","0.4756309384660841","0.4776014191522335","7.568627450980392","0","0","1020","0"
"4","true","true","false","90","0","0.49701393274043265","0.5098988204376335","7.41764705882353","0","0","1020","0"
"1","true","true","false","46","0","0.46729725510074105","0.49222996080406006","7.3431372549019605","0","0","1020","0"
"3","true","true","false","85","0","0.45561590812644076","0.48325645587732685","7.484313725490196","0","0","1020","0"
"2","true","true","false","91","0","0.4917496649600818","0.48541624662189076","7.46078431372549","0","0","1020","0"
"5","true","true","false","79","0","0.4755629758345969","0.47778820623589235","7.568627450980392","0","0","1020","0"
"4","true","true","false","91","0","0.4968622500798682","0.5097987133984546","7.41764705882353","0","0","1020","0"
"2","true","true","false","92","0","0.4922965475049642","0.4851591329593445","7.46078431372549","0","0","1020","0"
"3","true","true","false","86","0","0.4558214820146712","0.48360833581315826","7.484313725490196","0","0","1020","0"
"1","true","true","false","47","0","0.46624034429053285","0.49146251355819165","7.3431372549019605","0","0","1020","0"
"5","true","true","false","80","0","0.4758316527790699","0.4774411297366369","7.568627450980392","0","0","1020","0"
"4","true","true","false","92","0","0.4967059920579675","0.5098549166157157","7.41764705882353","0","0","1020","0"
"1","true","true","false","48","0","0.46520198359011394","0.490806655169033","7.3431372549019605","0","0","1020","0"
"2","true","true","false","93","0","0.4923735329205597","0.48527093970460766","7.46078431372549","0","0","1020","0"
"3","true","true","false","87","0","0.45526844411955225","0.483034775724907","7.484313725490196","0","0","1020","0"
"4","true","true","false","93","0","0.4969925343293307","0.5098783416082385","7.41764705882353","0","0","1020","0"
"5","true","true","false","81","0","0.4756427778865766","0.4779245177640735","7.568627450980392","0","0","1020","0"
"4","true","true","false","94","0","0.4969595398781677","0.5098555846152516","7.41764705882353","0","0","1020","0"
"1","true","true","false","49","0","0.46423585956957447","0.49085554873058135","7.3431372549019605","0","0","1020","0"
"2","true","true","false","94","0","0.49232419538914385","0.48515118025289483","7.46078431372549","0","0","1020","0"
"3","true","true","false","88","0","0.4537314335990455","0.4832409028567372","7.484313725490196","0","0","1020","0"
"5","true","true","false","82","0","0.47571826772311837","0.47872142783780974","7.568627450980392","0","0","1020","0"
"4","true","true","false","95","0","0.4968880481097542","0.5099085252804498","7.41764705882353","0","0","1020","0"
"2","true","true","false","95","0","0.4921686656065179","0.4852301208484867","7.46078431372549","0","0","1020","0"
"3","true","true","false","89","0","0.4534028191830526","0.48308396836743134","7.484313725490196","0","0","1020","0"
"1","true","true","false","50","0","0.46268082021769585","0.4900193132774374","7.3431372549019605","0","0","1020","0"
"5","true","true","false","83","0","0.47564049818636406","0.47918741966677986","7.568627450980392","0","0","1020","0"
"2","true","true","false","96","0","0.49226193374604793","0.48540813656335885","7.46078431372549","0","0","1020","0"
"4","true","true","false","96","0","0.4967365471483146","0.5098815991067169","7.41764705882353","0","0","1020","0"
"3","true","true","false","90","0","0.45275922216355685","0.4832611227662865","7.484313725490196","0","0","1020","0"
"5","true","true","false","84","0","0.47545535381633935","0.4793675072498842","7.568627450980392","0","0","1020","0"
"2","true","true","false","97","0","0.4922981450697882","0.4854290401640889","7.46078431372549","0","0","1020","0"
"4","true","true","false","97","0","0.49675325276409255","0.51007304818198","7.41764705882353","0","0","1020","0"
"3","true","true","false","91","0","0.4526063727722033","0.48352963947734684","7.484313725490196","0","0","1020","0"
"1","true","true","false","51","0","0.4622627696351958","0.48975341467760986","7.3431372549019605","0","0","1020","0"
"2","true","true","false","98","0","0.4922419294450237","0.4849817009513369","7.46078431372549","0","0","1020","0"
"5","true","true","false","85","0","0.47542034260260796","0.47923470440716787","7.568627450980392","0","0","1020","0"
"3","true","true","false","92","0","0.45265418480896474","0.4834474969288223","7.484313725490196","0","0","1020","0"
"4","true","true","false","98","0","0.49659126951209853","0.5100758925809462","7.41764705882353","0","0","1020","0"
"1","true","true","false","52","0","0.46246005213808156","0.4883282715501536","7.3431372549019605","0","0","1020","0"
"5","true","true","false","86","0","0.4755218353831501","0.47877396085303126","7.568627450980392","0","0","1020","0"
"2","true","true","false","99","0","0.49204798330012517","0.4847099365039654","7.46078431372549","0","0","1020","0"
"3","true","true","false","93","0","0.4521917129552326","0.48348822554069804","7.484313725490196","0","0","1020","0"
"4","true","true","false","99","0","0.496615873475761","0.5100465566185008","7.41764705882353","0","0","1020","0"
"1","true","true","false","53","0","0.4634651674432657","0.48858119371601194","7.3431372549019605","0","0","1020","0"
"5","true","true","false","87","0","0.47566532334872347","0.47855641237805624","7.568627450980392","0","0","1020","0"
"3","true","true","false","94","0","0.45242238880125524","0.4833956883429135","7.484313725490196","0","0","1020","0"
"2","true","true","false","100","0","0.4919690664483783","0.48457697920448245","7.46078431372549","0","0","1020","0"
"4","true","true","false","100","0","0.4965628685761653","0.5100390282400734","7.41764705882353","0","0","1020","0"
"1","true","true","false","54","0","0.46478896581769163","0.488121283013838","7.3431372549019605","0","0","1020","0"
"5","true","true","false","88","0","0.47564646173018854","0.47807181155706446","7.568627450980392","0","0","1020","0"
"3","true","true","false","95","0","0.4521262646624086","0.4835541960591982","7.484313725490196","0","0","1020","0"
"2","true","true","false","101","0","0.4917193937525171","0.4844965230180004","7.46078431372549","0","0","1020","0"
"4","true","true","false","101","0","0.4964369672366744","0.510032459881303","7.41764705882353","0","0","1020","0"
"3","true","true","false","96","0","0.45184411563871196","0.4835326135138556","7.484313725490196","0","0","1020","0"
"5","true","true","false","89","0","0.4756867947328675","0.47749572745787366","7.568627450980392","0","0","1020","0"
"2","true","true","false","102","0","0.4918716504565854","0.48477936810656796","7.46078431372549","0","0","1020","0"
"4","true","true","false","102","0","0.49635156946116177","0.5100914801756848","7.41764705882353","0","0","1020","0"
"3","true","true","false","97","0","0.45165712314146617","0.4837202237838164","7.484313725490196","0","0","1020","0"
"2","true","true","false","103","0","0.49192462990556113","0.48486921699288055","7.46078431372549","0","0","1020","0"
"5","true","true","false","90","0","0.47540906198502175","0.47719592178049763","7.568627450980392","0","0","1020","0"
"1","true","true","false","55","0","0.4645202046545665","0.4882650874119961","7.3431372549019605","0","0","1020","0"
"4","true","true","false","103","0","0.4964470575401451","0.5099144744931703","7.41764705882353","0","0","1020","0"
"3","true","true","false","98","0","0.4512244357688081","0.483660135286924","7.484313725490196","0","0","1020","0"
"2","true","true","false","104","0","0.4917984982304681","0.48447745746103893","7.46078431372549","0","0","1020","0"
"4","true","true","false","104","0","0.4966587461821554","0.5098753520411617","7.41764705882353","0","0","1020","0"
"5","true","true","false","91","0","0.47563353954369103","0.47725691065674364","7.568627450980392","0","0","1020","0"
"3","true","true","false","99","0","0.4511473217737268","0.483723577715248","7.484313725490196","0","0","1020","0"
"1","true","true","false","56","0","0.46440744514032506","0.48940706516089094","7.3431372549019605","0","0","1020","0"
"4","true","true","false","105","0","0.49639439850563916","0.509947135612622","7.41764705882353","0","0","1020","0"
"2","true","true","false","105","0","0.49192603790552214","0.48461786328380313","7.46078431372549","0","0","1020","0"
"5","true","true","false","92","0","0.47545921685843834","0.47711425891558706","7.568627450980392","0","0","1020","0"
"3","true","true","false","100","0","0.450470389774397","0.4839208838442744","7.484313725490196","0","0","1020","0"
"5","true","true","false","93","0","0.47564642609376206","0.4772555303201132","7.568627450980392","0","0","1020","0"
"2","true","true","false","106","0","0.49199357019659","0.4845771775170138","7.46078431372549","0","0","1020","0"
"4","true","true","false","106","0","0.49608521287478885","0.5099249007441063","7.41764705882353","0","0","1020","0"
"1","true","true","false","57","0","0.4649611569866823","0.4887424489687699","7.3431372549019605","0","0","1020","0"
"3","true","true","false","101","0","0.44929464938372893","0.4839760230340256","7.484313725490196","0","0","1020","0"
"5","true","true","false","94","0","0.4755991646015473","0.47766134659238585","7.568627450980392","0","0","1020","0"
"4","true","true","false","107","0","0.49604505233950436","0.5098400086981136","7.41764705882353","0","0","1020","0"
"2","true","true","false","107","0","0.49201341698070844","0.4843970516042355","7.46078431372549","0","0","1020","0"
"3","true","true","false","102","0","0.44958847442876687","0.48403793586062116","7.484313725490196","0","0","1020","0"
"1","true","true","false","58","0","0.4653034124593131","0.48887033939065916","7.3431372549019605","0","0","1020","0"
"5","true","true","false","95","0","0.47564121285495353","0.4773775763727189","7.568627450980392","0","0","1020","0"
"4","true","true","false","108","0","0.49616229243596194","0.5098583339119016","7.41764705882353","0","0","1020","0"
"2","true","true","false","108","0","0.4922285267997809","0.4844300472040772","7.46078431372549","0","0","1020","0"
"3","true","true","false","103","0","0.44925820367565","0.48388246071015556","7.484313725490196","0","0","1020","0"
"1","true","true","false","59","0","0.46594665377182615","0.4892556788520123","7.3431372549019605","0","0","1020","0"
"5","true","true","false","96","0","0.475706674082114","0.4773099915185957","7.568627450980392","0","0","1020","0"
"4","true","true","false","109","0","0.49625677460487744","0.5098805676085983","7.41764705882353","0","0","1020","0"
"2","true","true","false","109","0","0.4921271865468343","0.48442688084260166","7.46078431372549","0","0","1020","0"
"3","true","true","false","104","0","0.4489456616141056","0.4837542705305338","7.484313725490196","0","0","1020","0"
"1","true","true","false","60","0","0.4655062677088338","0.49092202308251726","7.3431372549019605","0","0","1020","0"
"5","true","true","false","97","0","0.4756884232654794","0.47712395150965736","7.568627450980392","0","0","1020","0"
"2","true","true","false","110","0","0.4920570740741287","0.48437534292238493","7.46078431372549","0","0","1020","0"
"4","true","true","false","110","0","0.4963105189375403","0.5099792427558327","7.41764705882353","0","0","1020","0"
"3","true","true","false","105","0","0.4478906225403976","0.48392509078271834","7.484313725490196","0","0","1020","0"
"5","true","true","false","98","0","0.4756366618442919","0.47727704411983146","7.568627450980392","0","0","1020","0"
"1","true","true","false","61","0","0.4655131849746276","0.48991113918802537","7.3431372549019605","0","0","1020","0"
"2","true","true","false","111","0","0.4920949369959357","0.48447145624868426","7.46078431372549","0","0","1020","0"
"4","true","true","false","111","0","0.49623702569456296","0.5099479354287476","7.41764705882353","0","0","1020","0"
"3","true","true","false","106","0","0.4481195698229032","0.4839940318652805","7.484313725490196","0","0","1020","0"
"1","true","true","false","62","0","0.4645320576311463","0.4886850686249423","7.3431372549019605","0","0","1020","0"
"5","true","true","false","99","0","0.47559335903321803","0.477187589722104","7.568627450980392","0","0","1020","0"
"4","true","true","false","112","0","0.4961040247706084","0.5099532867901693","7.41764705882353","0","0","1020","0"
"2","true","true","false","112","0","0.49225377413392013","0.4846408947620017","7.46078431372549","0","0","1020","0"
"3","true","true","false","107","0","0.4479695553600859","0.48388975863001465","7.484313725490196","0","0","1020","0"
"2","true","true","false","113","0","0.49235897386306465","0.4845285616070558","7.46078431372549","0","0","1020","0"
"1","true","true","false","63","0","0.4630411166865495","0.4887382969194736","7.3431372549019605","0","0","1020","0"
"3","true","true","false","108","0","0.4479249340162387","0.48391455409757517","7.484313725490196","0","0","1020","0"
"5","true","true","false","100","0","0.4756169207672048","0.47736558324211686","7.568627450980392","0","0","1020","0"
"4","true","true","false","113","0","0.49614875638073097","0.5099182440092407","7.41764705882353","0","0","1020","0"
"1","true","true","false","64","0","0.4614058608317125","0.4884156761621075","7.3431372549019605","0","0","1020","0"
"2","true","true","false","114","0","0.49218116630619785","0.48443022159857374","7.46078431372549","0","0","1020","0"
"3","true","true","false","109","0","0.44758248253228294","0.48390350894895917","7.484313725490196","0","0","1020","0"
"4","true","true","false","114","0","0.4960639104594469","0.5099466232361111","7.41764705882353","0","0","1020","0"
"5","true","true","false","101","0","0.4756989365521953","0.4775855450370132","7.568627450980392","0","0","1020","0"
"2","true","true","false","115","0","0.49230951492953196","0.4844023998952795","7.46078431372549","0","0","1020","0"
"3","true","true","false","110","0","0.4472621562804879","0.483973140323957","7.484313725490196","0","0","1020","0"
"4","true","true","false","115","0","0.4960286203344157","0.5099511442010326","7.41764705882353","0","0","1020","0"
"5","true","true","false","102","0","0.4759270727354473","0.4773645797973157","7.568627450980392","0","0","1020","0"
"2","true","true","false","116","0","0.4920430492022619","0.4844193616583324","7.46078431372549","0","0","1020","0"
"1","true","true","false","65","0","0.46228954928876276","0.4888288695404033","7.3431372549019605","0","0","1020","0"
"4","true","true","false","116","0","0.49580234421263736","0.5099944807523528","7.41764705882353","0","0","1020","0"
"5","true","true","false","103","0","0.47597152233979584","0.4772387427012911","7.568627450980392","0","0","1020","0"
"2","true","true","false","117","0","0.49219002393773326","0.48445652394735167","7.46078431372549","0","0","1020","0"
"4","true","true","false","117","0","0.49589319039613694","0.5099471607421578","7.41764705882353","0","0","1020","0"
"2","true","true","false","118","0","0.49227459738060475","0.48436338851281563","7.46078431372549","0","0","1020","0"
"5","true","true","false","104","0","0.4758877786749755","0.4771708178456062","7.568627450980392","0","0","1020","0"
"1","true","true","false","66","0","0.4609875678142138","0.48733995065517854","7.3431372549019605","0","0","1020","0"
"5","true","true","false","105","0","0.4757199311872118","0.47714845098172093","7.568627450980392","0","0","1020","0"
"4","true","true","false","118","0","0.495961349345079","0.5099324894469026","7.41764705882353","0","0","1020","0"
"2","true","true","false","119","0","0.49222818636337956","0.484421657957551","7.46078431372549","0","0","1020","0"
"1","true","true","false","67","0","0.4603782352960323","0.48761249178517","7.3431372549019605","0","0","1020","0"
"2","true","true","false","120","0","0.4921866484227147","0.48447913126601067","7.46078431372549","0","0","1020","0"
"5","true","true","false","106","0","0.4758796014809384","0.4769820149745491","7.568627450980392","0","0","1020","0"
"4","true","true","false","119","0","0.49581005733399786","0.50992429718468","7.41764705882353","0","0","1020","0"
"3","true","true","false","111","0","0.44745412952681735","0.4839018367838127","7.484313725490196","0","0","1020","0"
"4","true","true","false","120","0","0.4958264111435025","0.509926628533416","7.41764705882353","0","0","1020","0"
"5","true","true","false","107","0","0.4758464138967498","0.47675060612876086","7.568627450980392","0","0","1020","0"
"1","true","true","false","68","0","0.46060923089474115","0.4877386403378858","7.3431372549019605","0","0","1020","0"
"3","true","true","false","112","0","0.44683211364502085","0.48403096785493704","7.484313725490196","0","0","1020","0"
"2","true","true","false","121","0","0.4921034448445835","0.484332300313532","7.46078431372549","0","0","1020","0"
"1","true","true","false","69","0","0.4598625053061357","0.48999694250187775","7.3431372549019605","0","0","1020","0"
"5","true","true","false","108","0","0.4757557096344937","0.47689010345560223","7.568627450980392","0","0","1020","0"
"4","true","true","false","121","0","0.4958573442690238","0.5099682520916028","7.41764705882353","0","0","1020","0"
"3","true","true","false","113","0","0.4461663855252825","0.48398299025786334","7.484313725490196","0","0","1020","0"
"2","true","true","false","122","0","0.4922923179297442","0.48441996211466865","7.46078431372549","0","0","1020","0"
"1","true","true","false","70","0","0.45937758790072847","0.48994380614394006","7.3431372549019605","0","0","1020","0"
"2","true","true","false","123","0","0.4921545153925156","0.48443779306040297","7.46078431372549","0","0","1020","0"
"3","true","true","false","114","0","0.44574209665824566","0.4840169923833536","7.484313725490196","0","0","1020","0"
"4","true","true","false","122","0","0.4958862739336779","0.5100298900669373","7.41764705882353","0","0","1020","0"
"5","true","true","false","109","0","0.4758428109942823","0.4770265836052083","7.568627450980392","0","0","1020","0"
"3","true","true","false","115","0","0.44481113903382435","0.48404802726941526","7.484313725490196","0","0","1020","0"
"2","true","true","false","124","0","0.49203003338410944","0.48432410316307606","7.46078431372549","0","0","1020","0"
"4","true","true","false","123","0","0.495875056845891","0.5100411879159986","7.41764705882353","0","0","1020","0"
"1","true","true","false","71","0","0.4587972800001296","0.48983264127393766","7.3431372549019605","0","0","1020","0"
"4","true","true","false","124","0","0.495881758657618","0.5100971369950285","7.41764705882353","0","0","1020","0"
"3","true","true","false","116","0","0.44460062273299333","0.48399075699786276","7.484313725490196","0","0","1020","0"
"5","true","true","false","110","0","0.4758870885455075","0.4769045525383086","7.568627450980392","0","0","1020","0"
"2","true","true","false","125","0","0.49201953496174844","0.4844180586132164","7.46078431372549","0","0","1020","0"
"4","true","true","false","125","0","0.4959007018123075","0.5101004886582426","7.41764705882353","0","0","1020","0"
"1","true","true","false","72","0","0.4602527717795767","0.48895762907686696","7.3431372549019605","0","0","1020","0"
"3","true","true","false","117","0","0.4443989207629407","0.48395224300257084","7.484313725490196","0","0","1020","0"
"2","true","true","false","126","0","0.49193612778799495","0.4844181096936884","7.46078431372549","0","0","1020","0"
"4","true","true","false","126","0","0.49603298667328155","0.5100798385905527","7.41764705882353","0","0","1020","0"
"5","true","true","false","111","0","0.4757665320415837","0.47706068857990863","7.568627450980392","0","0","1020","0"
"1","true","true","false","73","0","0.46079707664804426","0.49012704126391377","7.3431372549019605","0","0","1020","0"
"3","true","true","false","118","0","0.44401512856066994","0.48382927816847243","7.484313725490196","0","0","1020","0"
"2","true","true","false","127","0","0.4920077262497065","0.4843164843325787","7.46078431372549","0","0","1020","0"
"1","true","true","false","74","0","0.4596206862829657","0.4895051151092404","7.3431372549019605","0","0","1020","0"
"5","true","true","false","112","0","0.4757059031292772","0.4770642650744296","7.568627450980392","0","0","1020","0"
"4","true","true","false","127","0","0.49594417830657694","0.5101378437000839","7.41764705882353","0","0","1020","0"
"3","true","true","false","119","0","0.44377017524599977","0.4836693485284984","7.484313725490196","0","0","1020","0"
"1","true","true","false","75","0","0.4593735122640547","0.48840330660617703","7.3431372549019605","0","0","1020","0"
"2","true","true","false","128","0","0.4919493445508489","0.48435688625362094","7.46078431372549","0","0","1020","0"
"3","true","true","false","120","0","0.4421341731192883","0.48367970159315754","7.484313725490196","0","0","1020","0"
"4","true","true","false","128","0","0.49602387745945564","0.5100936795337009","7.41764705882353","0","0","1020","0"
"5","true","true","false","113","0","0.47564535476262854","0.47722505430797196","7.568627450980392","0","0","1020","0"
"2","true","true","false","129","0","0.4919649381635273","0.48418696022465996","7.46078431372549","0","0","1020","0"
"1","true","true","false","76","0","0.45879902342537054","0.48869464943423563","7.3431372549019605","0","0","1020","0"
"4","true","true","false","129","0","0.4959300129623886","0.510022000856827","7.41764705882353","0","0","1020","0"
"5","true","true","false","114","0","0.47570811813485636","0.47746172836983153","7.568627450980392","0","0","1020","0"
"3","true","true","false","121","0","0.44156847947937167","0.48374540215225303","7.484313725490196","0","0","1020","0"
"2","true","true","false","130","0","0.4921965335881385","0.48413977736780944","7.46078431372549","0","0","1020","0"
"1","true","true","false","77","0","0.46014681545002617","0.48860053311552415","7.3431372549019605","0","0","1020","0"
"5","true","true","false","115","0","0.4756602489421449","0.47748844992951506","7.568627450980392","0","0","1020","0"
"4","true","true","false","130","0","0.495862668844546","0.510039234975682","7.41764705882353","0","0","1020","0"
"2","true","true","false","131","0","0.492026647793115","0.4840379492415501","7.46078431372549","0","0","1020","0"
"1","true","true","false","78","0","0.46018933416958635","0.4883753644202802","7.3431372549019605","0","0","1020","0"
"3","true","true","false","122","0","0.4412287171628654","0.4837267609146511","7.484313725490196","0","0","1020","0"
"4","true","true","false","131","0","0.4957628323806382","0.5100180062741382","7.41764705882353","0","0","1020","0"
"5","true","true","false","116","0","0.47564474038872634","0.4773005078949043","7.568627450980392","0","0","1020","0"
"2","true","true","false","132","0","0.4921593502058869","0.4839935062056514","7.46078431372549","0","0","1020","0"
"1","true","true","false","79","0","0.4604965003585073","0.48846873646851235","7.3431372549019605","0","0","1020","0"
"3","true","true","false","123","0","0.4411242282828359","0.483583812305148","7.484313725490196","0","0","1020","0"
"4","true","true","false","132","0","0.4956920005002879","0.5100045660466203","7.41764705882353","0","0","1020","0"
"2","true","true","false","133","0","0.49212113053235923","0.4839756991943248","7.46078431372549","0","0","1020","0"
"5","true","true","false","117","0","0.4756743045979071","0.477447278071848","7.568627450980392","0","0","1020","0"
"1","true","true","false","80","0","0.46014292162924275","0.4883529252738934","7.3431372549019605","0","0","1020","0"
"4","true","true","false","133","0","0.4955864282713097","0.5100097112905827","7.41764705882353","0","0","1020","0"
"3","true","true","false","124","0","0.4405850060725596","0.4835281550776673","7.484313725490196","0","0","1020","0"
"2","true","true","false","134","0","0.49221470331655226","0.4840578648817084","7.46078431372549","0","0","1020","0"
"5","true","true","false","118","0","0.4756950497976784","0.47740329173606855","7.568627450980392","0","0","1020","0"
"1","true","true","false","81","0","0.45986773866145797","0.4883966909963665","7.3431372549019605","0","0","1020","0"
"2","true","true","false","135","0","0.4922100032211347","0.48409534880583377","7.46078431372549","0","0","1020","0"
"3","true","true","false","125","0","0.43999637705767863","0.4836629967105343","7.484313725490196","0","0","1020","0"
"4","true","true","false","134","0","0.49560754750522884","0.5099832173706547","7.41764705882353","0","0","1020","0"
"1","true","true","false","82","0","0.45908700619858295","0.4886085947476835","7.3431372549019605","0","0","1020","0"
"5","true","true","false","119","0","0.47570428267424203","0.4772569812856258","7.568627450980392","0","0","1020","0"
"2","true","true","false","136","0","0.4921749705053943","0.4840215000942395","7.46078431372549","0","0","1020","0"
"3","true","true","false","126","0","0.43936749368891115","0.48364827952205197","7.484313725490196","0","0","1020","0"
"4","true","true","false","135","0","0.4956502061613793","0.5099518120961977","7.41764705882353","0","0","1020","0"
"1","true","true","false","83","0","0.45950197151684796","0.4876252258668135","7.3431372549019605","0","0","1020","0"
"5","true","true","false","120","0","0.475640769896412","0.47731314475614095","7.568627450980392","0","0","1020","0"
"2","true","true","false","137","0","0.4922467640297489","0.4839840071099988","7.46078431372549","0","0","1020","0"
"3","true","true","false","127","0","0.43831839698238767","0.4835451843693044","7.484313725490196","0","0","1020","0"
"4","true","true","false","136","0","0.4956342146185886","0.5099296782219052","7.41764705882353","0","0","1020","0"
"2","true","true","false","138","0","0.4922207626641324","0.48390338762583374","7.46078431372549","0","0","1020","0"
"1","true","true","false","84","0","0.4603050937847698","0.4876856713491086","7.3431372549019605","0","0","1020","0"
"3","true","true","false","128","0","0.4376501062823099","0.4835287132887965","7.484313725490196","0","0","1020","0"
"5","true","true","false","121","0","0.4757012136992492","0.4772950693608815","7.568627450980392","0","0","1020","0"
"4","true","true","false","137","0","0.4956705573186457","0.509947375236268","7.41764705882353","0","0","1020","0"
"2","true","true","false","139","0","0.4921558951817163","0.4839373501341089","7.46078431372549","0","0","1020","0"
"1","true","true","false","85","0","0.4606017476505553","0.48735345475606223","7.3431372549019605","0","0","1020","0"
"3","true","true","false","129","0","0.4372815154140898","0.4835794772191561","7.484313725490196","0","0","1020","0"
"5","true","true","false","122","0","0.47569447350707167","0.4772549709329998","7.568627450980392","0","0","1020","0"
"4","true","true","false","138","0","0.4957430277869584","0.5099599506588417","7.41764705882353","0","0","1020","0"
"2","true","true","false","140","0","0.49225014880507856","0.48393238295505464","7.46078431372549","0","0","1020","0"
"5","true","true","false","123","0","0.4757221463944346","0.47719839609626713","7.568627450980392","0","0","1020","0"
"3","true","true","false","130","0","0.43637418019327767","0.4835919845519708","7.484313725490196","0","0","1020","0"
"4","true","true","false","139","0","0.4958299152826877","0.5100021926246199","7.41764705882353","0","0","1020","0"
"2","true","true","false","141","0","0.4923001281191852","0.48391218606494485","7.46078431372549","0","0","1020","0"
"5","true","true","false","124","0","0.4756498176342158","0.47720291425621286","7.568627450980392","0","0","1020","0"
"4","true","true","false","140","0","0.4958733672446676","0.5099742349643758","7.41764705882353","0","0","1020","0"
"2","true","true","false","142","0","0.49222771358796197","0.4838809543974384","7.46078431372549","0","0","1020","0"
"5","true","true","false","125","0","0.4756677054725047","0.4771592827456033","7.568627450980392","0","0","1020","0"
"3","true","true","false","131","0","0.43615979052402004","0.48355937100577895","7.484313725490196","0","0","1020","0"
"1","true","true","false","86","0","0.45978807224220875","0.48753430166704576","7.3431372549019605","0","0","1020","0"
"2","true","true","false","143","0","0.4921904984245273","0.48391234988325255","7.46078431372549","0","0","1020","0"
"3","true","true","false","132","0","0.4357870816245894","0.4835636854002272","7.484313725490196","0","0","1020","0"
"5","true","true","false","126","0","0.47565688666143435","0.47718182627100736","7.568627450980392","0","0","1020","0"
"4","true","true","false","141","0","0.4958389016526848","0.5099977011876312","7.41764705882353","0","0","1020","0"
"2","true","true","false","144","0","0.49228555473051244","0.48391319891047574","7.46078431372549","0","0","1020","0"
"1","true","true","false","87","0","0.45966664549167424","0.48753963294410363","7.3431372549019605","0","0","1020","0"
"3","true","true","false","133","0","0.43530211062898716","0.4835379352431169","7.484313725490196","0","0","1020","0"
