"BehaviorSpace results (NetLogo 6.4.0)","Table version 2.0"
"collective-action-imitation.nlogo"
"General Analysis CA Baseline"
"07/17/2025 13:59:54:765 +0100"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","initial-resisted","corruption?","coercion-level","initial-enrolled","corruption-penalty","media-shock-freq","trust-erosion","force-enrollment?","appeals-process?","media-shock?","[step]","total-enrolled","total-resisted","total-undecided","enrolled-urban","enrolled-rural","resisted-urban","resisted-rural","avg-trust","avg-digital-literacy","avg-rural-literacy"
"2","100","true","0","300","1","91","51","true","true","true","129","300","351","349","150","150","62","289","0.37450722836418515","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","165","300","341","359","161","139","73","268","0.3941612451348442","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","184","300","336","364","156","144","72","264","0.33377391755340224","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","195","300","367","333","168","132","64","303","0.3220644885850475","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","166","300","341","359","161","139","73","268","0.3941612451348442","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","130","300","351","349","150","150","62","289","0.374507228364186","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","42","300","344","356","145","155","69","275","0.4509505425565052","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","196","300","367","333","168","132","64","303","0.3220644885850474","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","131","300","351","349","150","150","62","289","0.37450722836418554","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","43","300","344","356","145","155","69","275","0.4509505425565053","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","197","300","367","333","168","132","64","303","0.3220644885850477","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","132","300","351","349","150","150","62","289","0.3745072283641856","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","44","300","344","356","145","155","69","275","0.4509505425565055","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","198","300","367","333","168","132","64","303","0.32206448858504716","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","133","300","351","349","150","150","62","289","0.37450722836418565","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","199","300","367","333","168","132","64","303","0.32206448858504716","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","200","300","367","333","168","132","64","303","0.3220644885850474","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","45","300","344","356","145","155","69","275","0.45095054255650574","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","201","300","367","333","168","132","64","303","0.322064488585047","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","202","300","367","333","168","132","64","303","0.32206448858504744","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","46","300","344","356","145","155","69","275","0.4509505425565051","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","203","300","367","333","168","132","64","303","0.32206448858504694","0.31176470588235294","0.11242603550295859"
"4","100","true","0","300","1","91","51","true","true","true","204","300","367","333","168","132","64","303","0.32206448858504727","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","47","300","344","356","145","155","69","275","0.45095054255650563","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","205","300","367","333","168","132","64","303","0.3166723317223023","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","48","300","344","356","145","155","69","275","0.4509505425565056","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","134","300","351","349","150","150","62","289","0.37450722836418565","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","185","300","336","364","156","144","72","264","0.33377391755340147","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","167","300","341","359","161","139","73","268","0.3941612451348444","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","206","300","367","333","168","132","64","303","0.31667233172230236","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","168","300","341","359","161","139","73","268","0.39416124513484424","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","135","300","351","349","150","150","62","289","0.3745072283641858","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","207","300","367","333","168","132","64","303","0.3166723317223021","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","136","300","351","349","150","150","62","289","0.37450722836418543","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","49","300","344","356","145","155","69","275","0.4509505425565054","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","186","300","336","364","156","144","72","264","0.3337739175534019","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","169","300","341","359","161","139","73","268","0.39416124513484385","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","137","300","351","349","150","150","62","289","0.37450722836418554","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","187","300","336","364","156","144","72","264","0.3337739175534014","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","50","300","344","356","145","155","69","275","0.4509505425565052","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","138","300","351","349","150","150","62","289","0.3745072283641856","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","170","300","341","359","161","139","73","268","0.3941612451348441","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","188","300","336","364","156","144","72","264","0.33377391755340197","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","139","300","351","349","150","150","62","289","0.3745072283641857","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","51","300","344","356","145","155","69","275","0.45095054255650563","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","171","300","341","359","161","139","73","268","0.3941612451348441","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","140","300","351","349","150","150","62","289","0.37450722836418543","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","189","300","336","364","156","144","72","264","0.33377391755340163","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","141","300","351","349","150","150","62","289","0.37450722836418526","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","190","300","336","364","156","144","72","264","0.3337739175534016","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","142","300","351","349","150","150","62","289","0.37450722836418565","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","52","300","344","356","145","155","69","275","0.4455191700074859","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","191","300","336","364","156","144","72","264","0.3337739175534017","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","143","300","351","349","150","150","62","289","0.3745072283641856","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","144","300","351","349","150","150","62","289","0.37450722836418604","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","192","300","336","364","156","144","72","264","0.33377391755340163","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","53","300","344","356","145","155","69","275","0.4455191700074858","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","145","300","351","349","150","150","62","289","0.3745072283641857","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","193","300","336","364","156","144","72","264","0.33377391755340186","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","194","300","336","364","156","144","72","264","0.3337739175534017","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","146","300","351","349","150","150","62","289","0.37450722836418593","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","54","300","344","356","145","155","69","275","0.44551917000748575","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","195","300","336","364","156","144","72","264","0.3337739175534019","0.3215686274509804","0.11041666666666666"
"2","100","true","0","300","1","91","51","true","true","true","147","300","351","349","150","150","62","289","0.37450722836418576","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","208","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","172","300","341","359","161","139","73","268","0.3941612451348441","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","148","300","351","349","150","150","62","289","0.3745072283641857","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","196","300","336","364","156","144","72","264","0.3337739175534019","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","209","300","367","333","168","132","64","303","0.3166723317223022","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","55","300","344","356","145","155","69","275","0.4455191700074859","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","173","300","341","359","161","139","73","268","0.3941612451348443","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","149","300","351","349","150","150","62","289","0.3745072283641856","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","197","300","336","364","156","144","72","264","0.33377391755340174","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","210","300","367","333","168","132","64","303","0.3166723317223021","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","174","300","341","359","161","139","73","268","0.39416124513484413","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","150","300","351","349","150","150","62","289","0.3745072283641858","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","198","300","336","364","156","144","72","264","0.3337739175534017","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","211","300","367","333","168","132","64","303","0.3166723317223024","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","151","300","351","349","150","150","62","289","0.3745072283641856","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","175","300","341","359","161","139","73","268","0.3941612451348439","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","152","300","351","349","150","150","62","289","0.37450722836418543","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","212","300","367","333","168","132","64","303","0.31667233172230225","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","176","300","341","359","161","139","73","268","0.3941612451348445","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","213","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","153","300","351","349","150","150","62","289","0.3745072283641859","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","177","300","341","359","161","139","73","268","0.39416124513484374","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","214","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","178","300","341","359","161","139","73","268","0.39416124513484413","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","215","300","367","333","168","132","64","303","0.3166723317223031","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","179","300","341","359","161","139","73","268","0.394161245134844","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","154","300","351","349","150","150","62","289","0.36927193424653865","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","180","300","341","359","161","139","73","268","0.39416124513484363","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","155","300","351","349","150","150","62","289","0.3692719342465384","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","181","300","341","359","161","139","73","268","0.39416124513484374","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","156","300","351","349","150","150","62","289","0.3692719342465388","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","157","300","351","349","150","150","62","289","0.36927193424653865","0.2950980392156863","0.09514563106796116"
"2","100","true","0","300","1","91","51","true","true","true","158","300","351","349","150","150","62","289","0.3692719342465389","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","182","300","341","359","161","139","73","268","0.3941612451348444","0.3156862745098039","0.10759493670886076"
"3","100","true","0","300","1","91","51","true","true","true","183","300","341","359","161","139","73","268","0.3375926176838639","0.3156862745098039","0.10759493670886076"
"3","100","true","0","300","1","91","51","true","true","true","184","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"3","100","true","0","300","1","91","51","true","true","true","185","300","341","359","161","139","73","268","0.3375926176838638","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","199","300","336","364","156","144","72","264","0.33377391755340163","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","200","300","336","364","156","144","72","264","0.3337739175534015","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","186","300","341","359","161","139","73","268","0.33759261768386406","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","56","300","344","356","145","155","69","275","0.4455191700074858","0.30490196078431375","0.108"
"4","100","true","0","300","1","91","51","true","true","true","216","300","367","333","168","132","64","303","0.31667233172230236","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","187","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","201","300","336","364","156","144","72","264","0.3337739175534018","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","217","300","367","333","168","132","64","303","0.31667233172230275","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","188","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","57","300","344","356","145","155","69","275","0.4455191700074856","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","202","300","336","364","156","144","72","264","0.3337739175534014","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","218","300","367","333","168","132","64","303","0.3166723317223026","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","189","300","341","359","161","139","73","268","0.33759261768386356","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","203","300","336","364","156","144","72","264","0.3337739175534019","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","190","300","341","359","161","139","73","268","0.3375926176838639","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","219","300","367","333","168","132","64","303","0.31667233172230214","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","58","300","344","356","145","155","69","275","0.4455191700074858","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","204","300","336","364","156","144","72","264","0.33377391755340163","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","191","300","341","359","161","139","73","268","0.3375926176838639","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","220","300","367","333","168","132","64","303","0.3166723317223026","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","159","300","351","349","150","150","62","289","0.36927193424653887","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","221","300","367","333","168","132","64","303","0.31667233172230275","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","59","300","344","356","145","155","69","275","0.44551917000748564","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","192","300","341","359","161","139","73","268","0.33759261768386384","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","222","300","367","333","168","132","64","303","0.31667233172230225","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","160","300","351","349","150","150","62","289","0.3692719342465382","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","193","300","341","359","161","139","73","268","0.33759261768386356","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","223","300","367","333","168","132","64","303","0.3166723317223022","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","194","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","161","300","351","349","150","150","62","289","0.36927193424653876","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","224","300","367","333","168","132","64","303","0.3166723317223021","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","195","300","341","359","161","139","73","268","0.33759261768386395","0.3156862745098039","0.10759493670886076"
"3","100","true","0","300","1","91","51","true","true","true","196","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","162","300","351","349","150","150","62","289","0.3692719342465389","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","225","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","197","300","341","359","161","139","73","268","0.33759261768386384","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","163","300","351","349","150","150","62","289","0.36927193424653854","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","226","300","367","333","168","132","64","303","0.3166723317223023","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","198","300","341","359","161","139","73","268","0.337592617683864","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","164","300","351","349","150","150","62","289","0.3692719342465387","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","227","300","367","333","168","132","64","303","0.3166723317223021","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","199","300","341","359","161","139","73","268","0.33759261768386345","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","165","300","351","349","150","150","62","289","0.3692719342465385","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","228","300","367","333","168","132","64","303","0.3166723317223026","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","200","300","341","359","161","139","73","268","0.33759261768386395","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","166","300","351","349","150","150","62","289","0.3692719342465382","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","229","300","367","333","168","132","64","303","0.3166723317223022","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","201","300","341","359","161","139","73","268","0.3375926176838638","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","167","300","351","349","150","150","62","289","0.36927193424653876","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","230","300","367","333","168","132","64","303","0.3166723317223023","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","202","300","341","359","161","139","73","268","0.33759261768386367","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","231","300","367","333","168","132","64","303","0.31667233172230186","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","168","300","351","349","150","150","62","289","0.36927193424653865","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","203","300","341","359","161","139","73","268","0.3375926176838637","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","232","300","367","333","168","132","64","303","0.31667233172230275","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","169","300","351","349","150","150","62","289","0.3692719342465385","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","204","300","341","359","161","139","73","268","0.33759261768386356","0.3156862745098039","0.10759493670886076"
"4","100","true","0","300","1","91","51","true","true","true","233","300","367","333","168","132","64","303","0.31667233172230264","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","205","300","338","362","156","144","73","265","0.32815627049457813","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","60","300","344","356","145","155","69","275","0.44551917000748603","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","170","300","351","349","150","150","62","289","0.36927193424653887","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","206","300","338","362","156","144","73","265","0.3281562704945778","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","234","300","367","333","168","132","64","303","0.3166723317223026","0.31176470588235294","0.11242603550295859"
"3","100","true","0","300","1","91","51","true","true","true","205","300","342","358","161","139","74","268","0.33193575493876604","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","171","300","351","349","150","150","62","289","0.3692719342465392","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","207","300","338","362","156","144","73","265","0.3281562704945783","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","61","300","344","356","145","155","69","275","0.4455191700074857","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","172","300","351","349","150","150","62","289","0.36927193424653865","0.2950980392156863","0.09514563106796116"
"3","100","true","0","300","1","91","51","true","true","true","206","300","342","358","161","139","74","268","0.33193575493876565","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","208","300","338","362","156","144","73","265","0.3281562704945782","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","209","300","338","362","156","144","73","265","0.328156270494578","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","207","300","342","358","161","139","74","268","0.3319357549387659","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","173","300","351","349","150","150","62","289","0.369271934246539","0.2950980392156863","0.09514563106796116"
"1","100","true","0","300","1","91","51","true","true","true","62","300","344","356","145","155","69","275","0.4455191700074861","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","208","300","342","358","161","139","74","268","0.33193575493876626","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","210","300","338","362","156","144","73","265","0.328156270494578","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","209","300","342","358","161","139","74","268","0.331935754938766","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","63","300","344","356","145","155","69","275","0.44551917000748603","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","210","300","342","358","161","139","74","268","0.3319357549387659","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","211","300","338","362","156","144","73","265","0.32815627049457813","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","212","300","338","362","156","144","73","265","0.32815627049457796","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","64","300","344","356","145","155","69","275","0.44551917000748564","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","211","300","342","358","161","139","74","268","0.3319357549387661","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","213","300","338","362","156","144","73","265","0.32815627049457796","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","212","300","342","358","161","139","74","268","0.3319357549387657","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","65","300","344","356","145","155","69","275","0.4455191700074855","0.30490196078431375","0.108"
"5","100","true","0","300","1","91","51","true","true","true","214","300","338","362","156","144","73","265","0.3281562704945781","0.3215686274509804","0.11041666666666666"
"5","100","true","0","300","1","91","51","true","true","true","215","300","338","362","156","144","73","265","0.3281562704945779","0.3215686274509804","0.11041666666666666"
"1","100","true","0","300","1","91","51","true","true","true","66","300","344","356","145","155","69","275","0.44551917000748614","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","174","300","351","349","150","150","62","289","0.369271934246539","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","235","300","367","333","168","132","64","303","0.3166723317223025","0.31176470588235294","0.11242603550295859"
"1","100","true","0","300","1","91","51","true","true","true","67","300","344","356","145","155","69","275","0.44551917000748564","0.30490196078431375","0.108"
"3","100","true","0","300","1","91","51","true","true","true","213","300","342","358","161","139","74","268","0.33193575493876587","0.3156862745098039","0.10759493670886076"
"5","100","true","0","300","1","91","51","true","true","true","216","300","338","362","156","144","73","265","0.32815627049457785","0.3215686274509804","0.11041666666666666"
"4","100","true","0","300","1","91","51","true","true","true","236","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"2","100","true","0","300","1","91","51","true","true","true","175","300","351","349","150","150","62","289","0.3692719342465384","0.2950980392156863","0.09514563106796116"
"5","100","true","0","300","1","91","51","true","true","true","217","300","338","362","156","144","73","265","0.3281562704945781","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","214","300","342","358","161","139","74","268","0.3319357549387659","0.3156862745098039","0.10759493670886076"
"1","100","true","0","300","1","91","51","true","true","true","68","300","344","356","145","155","69","275","0.4455191700074858","0.30490196078431375","0.108"
"2","100","true","0","300","1","91","51","true","true","true","176","300","351","349","150","150","62","289","0.36927193424653837","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","237","300","367","333","168","132","64","303","0.31667233172230247","0.31176470588235294","0.11242603550295859"
"5","100","true","0","300","1","91","51","true","true","true","218","300","338","362","156","144","73","265","0.32815627049457796","0.3215686274509804","0.11041666666666666"
"3","100","true","0","300","1","91","51","true","true","true","215","300","342","358","161","139","74","268","0.33193575493876576","0.3156862745098039","0.10759493670886076"
"2","100","true","0","300","1","91","51","true","true","true","177","300","351","349","150","150","62","289","0.36927193424653876","0.2950980392156863","0.09514563106796116"
"4","100","true","0","300","1","91","51","true","true","true","238","300","367","333","168","132","64","303","0.3166723317223025","0.31176470588235294","0.11242603550295859"
